,index,Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,avg_salary
2447,2722,Field Application Scientist (Sales Engineer) Process Management Informatics,$86K-$178K ,3.5,Accelrys,"San Diego, CA","San Diego, CA",501 to 1000 employees,1993,Company - Public,Computer Hardware & Software,Information Technology,132000.0
2448,2725,"Associate Scientist, Quality Control",$86K-$178K ,4.2,"Fate Therapeutics, Inc.","San Diego, CA","San Diego, CA",51 to 200 employees,NA,Company - Public,Accounting,Accounting & Legal,132000.0
2449,2726,Clinical Lab Scientist (CLS),$86K-$178K ,3.4,Kelly,"San Diego, CA","Troy, MI",5001 to 10000 employees,1946,Company - Public,Staffing & Outsourcing,Business Services,132000.0
2450,2727,"Senior Scientist, Analytical Development",$86K-$178K ,2.4,NantKwest,"San Diego, CA","San Diego, CA",51 to 200 employees,2015,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,132000.0
2451,2728,"Sr. / Principal Scientist, Toxicology",$86K-$178K ,NA,Gossamer Bio,"San Diego, CA","San Diego, CA",51 to 200 employees,NA,Company - Public,Not Specified,Not Specified,132000.0
2452,2729,"Sr. Scientist, Clinical PK/PD",$86K-$178K ,3.5,Arrowhead Pharmaceuticals,"San Diego, CA","Pasadena, CA",51 to 200 employees,2004,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,132000.0
2453,2730,"Principal Scientist, DMPK/Analytics: 2020-33",$86K-$178K ,NA,Mirati Therapeutics Inc,"San Diego, CA","San Diego, CA",Unknown,NA,Company - Private,Not Specified,Not Specified,132000.0
2454,2731,Administrative Assistant / Data Analyst Supporting the DEA #20-318,$86K-$178K ,2.8,Forfeiture Support Associates,"San Diego, CA","Ashburn, VA",1001 to 5000 employees,2004,Company - Private,Staffing & Outsourcing,Business Services,132000.0
2455,2732,Project Environmental Engineer / Scientist,$86K-$178K ,3.4,Wood,"San Diego, CA","Aberdeen, United Kingdom",10000+ employees,1848,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",132000.0
2456,2733,Data Science Program Coordinator,$86K-$178K ,4.3,UC San Diego,"San Diego, CA","La Jolla, CA",10000+ employees,1960,College / University,Colleges & Universities,Education,132000.0
2457,2734,"Senior Principal Scientist, Molecular Pharmaceutics, Oncology",$110K-$169K ,4.1,Pfizer,"La Jolla, CA","New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,139500.0
2458,2735,"Sr Principal Scientist, Protein Engineering, Biologics Discovery",$110K-$169K ,4.1,Pfizer,"La Jolla, CA","New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,139500.0
2459,2736,"Associate Scientist / Senior Research Associate, Cancer Immunotherapy",$110K-$169K ,4.2,Fate Therapeutics,"San Diego, CA","San Diego, CA",51 to 200 employees,NA,Company - Public,Accounting,Accounting & Legal,139500.0
2460,2737,Senior Scientist - Medical Device,$110K-$169K ,3.1,Absorption,"San Diego, CA","Exton, PA",51 to 200 employees,1996,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,139500.0
2461,2739,"Senior Scientist/Associate Director, DMPK",$110K-$169K ,3.1,Ferring Pharmaceuticals,"San Diego, CA","Saint-Prex, Switzerland",5001 to 10000 employees,1980,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,139500.0
2462,2740,Senior Scientist – Immunotherapeutic Design,$110K-$169K ,4.1,Pfizer,"La Jolla, CA","New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,139500.0
2463,2741,"IT Storage Data Analyst / Architect - IT Engineer, Sr Staff",$110K-$169K ,4.0,Qualcomm,"San Diego, CA","San Diego, CA",10000+ employees,1985,Company - Public,Computer Hardware & Software,Information Technology,139500.0
2464,2742,Automatic Benchmark Research Scientist - San Diego,$110K-$169K ,3.6,TuSimple,"San Diego, CA","San Diego, CA",201 to 500 employees,2015,Company - Private,Computer Hardware & Software,Information Technology,139500.0
2465,2743,Sr Data-Applied Scientist-PCCI,$12K-$112K ,4.3,Parkland Center for Clinical Innovation,"Dallas, TX","Dallas, TX",1 to 50 employees,2012,Nonprofit Organization,IT Services,Information Technology,62000.0
2466,2744,Data Scientist,$12K-$112K ,5.0,Cytracom,"Allen, TX","Allen, TX",1 to 50 employees,2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,62000.0
2467,2745,Data Analyst I,$12K-$112K ,4.0,"Insight Enterprises, Inc.","Plano, TX","Tempe, AZ",5001 to 10000 employees,1988,Company - Public,Enterprise Software & Network Solutions,Information Technology,62000.0
2468,2746,Data Scientist,$12K-$112K ,4.0,40K INC,"Dallas, TX","Bengaluru, India",1 to 50 employees,NA,Unknown,Not Specified,Not Specified,62000.0
2469,2747,Data Scientist (remote),$12K-$112K ,3.3,Thrivent,"Dallas, TX","Minneapolis, MN",5001 to 10000 employees,1902,Nonprofit Organization,Insurance Carriers,Insurance,62000.0
2470,2748,Data Scientist / Statistician,$12K-$112K ,4.6,Vinli,"Dallas, TX","Dallas, TX",1 to 50 employees,2014,Company - Private,Computer Hardware & Software,Information Technology,62000.0
2471,2749,Healthcare Data Scientist,$12K-$112K ,5.0,HHS Technology Group,"Dallas, TX","Fort Lauderdale, FL",51 to 200 employees,NA,Company - Private,Not Specified,Not Specified,62000.0
2472,2750,Data Scientist I,$12K-$112K ,3.3,Lennox International,"Richardson, TX","Richardson, TX",5001 to 10000 employees,1895,Company - Public,Consumer Products Manufacturing,Manufacturing,62000.0
2473,2751,Data Scientist,$12K-$112K ,5.0,PriceSenz,"Dallas, TX","Irving, TX",Unknown,NA,Company - Public,Not Specified,Not Specified,62000.0
2474,2752,Data Scientist,$12K-$112K ,4.3,"Onica, a Rackspace Company","Dallas, TX","Los Angeles, CA",201 to 500 employees,2017,Company - Private,IT Services,Information Technology,62000.0
2475,2753,Data Analyst - Retail (Entry Level),$12K-$112K ,3.4,Lidl,"Arlington, TX","London, United Kingdom",10000+ employees,1994,Company - Private,Grocery Stores & Supermarkets,Retail,62000.0
2476,2754,Data Scientist,$12K-$112K ,5.0,Ateroz,"Dallas, TX","Plano, TX",Unknown,NA,Company - Public,Staffing & Outsourcing,Business Services,62000.0
2477,2755,Data Scientist - Nationwide Opportunities,$12K-$112K ,3.9,Amazon,"Dallas, TX","Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,62000.0
2478,2756,Data Scientist,$12K-$112K ,3.5,CGI,"Dallas, TX","Montreal, Canada",10000+ employees,1976,Company - Public,Consulting,Business Services,62000.0
2479,2757,Federal - Data Scientist,$12K-$112K ,4.2,Solekai Systems Corp,"Dallas, TX","San Diego, CA",1 to 50 employees,2002,Company - Private,Computer Hardware & Software,Information Technology,62000.0
2480,2758,Data Scientist,$12K-$112K ,3.9,Predictive Research Inc,"Plano, TX","Bangalore, India",1 to 50 employees,NA,Company - Private,Consulting,Business Services,62000.0
2481,2759,"Scientist, Data",$12K-$112K ,3.6,Kubota Tractor Corporation,"Grapevine, TX","Grapevine, TX",1001 to 5000 employees,1971,Subsidiary or Business Segment,Industrial Manufacturing,Manufacturing,62000.0
2482,2760,Six Flags Corporate Data Scientist,$12K-$112K ,3.5,"Six Flags, Inc.","Grand Prairie, TX","Grand Prairie, TX",1001 to 5000 employees,1961,Company - Public,"Museums, Zoos & Amusement Parks","Arts, Entertainment & Recreation",62000.0
2483,2761,Data Analyst II,$12K-$112K ,4.0,"Insight Enterprises, Inc.","Plano, TX","Tempe, AZ",5001 to 10000 employees,1988,Company - Public,Enterprise Software & Network Solutions,Information Technology,62000.0
2484,2762,Data Scientist needed - 10 positions,$12K-$112K ,4.0,Kairos Technologies,"Irving, TX","Irving, TX",51 to 200 employees,2003,Company - Private,IT Services,Information Technology,62000.0
2485,2763,Associate Data Scientist,$12K-$112K ,3.1,Infosys,"Richardson, TX","Bengaluru, India",10000+ employees,1981,Company - Public,IT Services,Information Technology,62000.0
2486,2764,Data & Analytics Consultant,$12K-$112K ,4.6,SEI,"Dallas, TX","Cincinnati, OH",201 to 500 employees,1992,Company - Private,Consulting,Business Services,62000.0
2487,2765,Data Analyst Intern,$12K-$112K ,4.9,Pieces Technologies,"Dallas, TX","Dallas, TX",51 to 200 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,62000.0
2488,2766,Data Analyst - Healthcare Fraud,$12K-$112K ,3.1,Delmarva Foundation,"Dallas, TX","Easton, MD",501 to 1000 employees,1973,Nonprofit Organization,Consulting,Business Services,62000.0
2489,2767,Data Scientist,$12K-$112K ,NA,GradTests (gradtests.com),"Dallas, TX",-1,-1,NA,-1,Not Specified,Not Specified,62000.0
2490,2768,Data Scientist,$12K-$112K ,NA,Credera Experienced Hiring Job Board,"Dallas, TX",-1,-1,NA,-1,Not Specified,Not Specified,62000.0
2491,2769,Data Scientist,$12K-$112K ,2.5,Cottonwood Financial,"Dallas, TX","Irving, TX",1001 to 5000 employees,1996,Company - Private,Lending,Finance,62000.0
2492,2770,Data Scientist,$12K-$112K ,3.5,HMS,"Irving, TX","Conflans-Sainte-Honorine, France",1 to 50 employees,NA,Company - Private,Not Specified,Not Specified,62000.0
2493,2771,Data Scientist,$12K-$112K ,4.2,CyberCoders,"Addison, TX","Irvine, CA",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,62000.0
2494,2772,Data Scientist,$12K-$112K ,NA,Bits and Binaries Inc,"Irving, TX","Irving, TX",1 to 50 employees,NA,Company - Public,Not Specified,Not Specified,62000.0
2495,2774,Sr Data-Applied Scientist-PCCI,$12K-$111K ,3.6,Parkland,"Dallas, TX","Dallas, TX",5001 to 10000 employees,1894,Hospital,Health Care Services & Hospitals,Health Care,61500.0
2496,2775,Data Science - Analyst/Associate - Security Incident Response Team,$12K-$111K ,4.0,Goldman Sachs,"Dallas, TX","New York, NY",10000+ employees,1869,Company - Public,Investment Banking & Asset Management,Finance,61500.0
2497,2776,IGNITE Graduate Development Program - Application Developer / Data Scientist / Business Analyst,$12K-$111K ,3.4,Atos,"Irving, TX","Bezons, France",10000+ employees,1919,Company - Public,IT Services,Information Technology,61500.0
2498,2777,Associate Data Scientist,$12K-$111K ,3.9,J.P. Morgan,"Lewisville, TX","New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,61500.0
2499,2778,Midlevel Data Scientist,$12K-$111K ,4.4,MSYS Inc.,"Dallas, TX","Cary, NC",51 to 200 employees,NA,Company - Private,IT Services,Information Technology,61500.0
2500,2779,Data Scientist,$12K-$111K ,3.8,HMS Holdings,"Irving, TX","Irving, TX",1001 to 5000 employees,1974,Company - Public,Health Care Services & Hospitals,Health Care,61500.0
2501,2780,Data Scientist,$12K-$111K ,2.2,Cash Store,"Irving, TX","Irving, TX",1001 to 5000 employees,1996,Company - Private,Lending,Finance,61500.0
2502,2781,Analytic Consultant 4,$12K-$111K ,3.6,Wells Fargo,"Irving, TX","San Francisco, CA",10000+ employees,1852,Company - Public,Banks & Credit Unions,Finance,61500.0
2503,2782,IGNITE Graduate Development Program Application Developer / Data Scientist / Business Analyst,$12K-$111K ,NA,Atos Healthcare,"Irving, TX",-1,-1,NA,-1,Not Specified,Not Specified,61500.0
2504,2783,Data Science – Analyst/Associate - Security Incident Response Team,$12K-$111K ,4.0,Goldman Sachs,"Dallas, TX","New York, NY",10000+ employees,1869,Company - Public,Investment Banking & Asset Management,Finance,61500.0
2505,2784,Senior Data Scientist,$12K-$111K ,3.6,Humana,"Irving, TX","Louisville, KY",10000+ employees,1961,Company - Public,Insurance Carriers,Insurance,61500.0
2506,2785,Data Scientist,$12K-$111K ,2.5,"Health Management Systems, Inc.","Irving, TX","Tifton, GA",201 to 500 employees,1983,Company - Private,Consulting,Business Services,61500.0
2507,2786,Data Scientist,$12K-$111K ,4.2,Prudent Technologies and Consulting,"Grapevine, TX","Dallas, TX",51 to 200 employees,1998,Company - Private,IT Services,Information Technology,61500.0
2508,2787,Research Scientist,$12K-$111K ,4.3,UT Dallas,"Richardson, TX","Richardson, TX",1001 to 5000 employees,1969,College / University,Colleges & Universities,Education,61500.0
2509,2788,"Junior Data Scientist, Analytics",$12K-$111K ,3.5,CGI,"Arlington, TX","Montreal, Canada",10000+ employees,1976,Company - Public,Consulting,Business Services,61500.0
2510,2789,Quantum Data Scientist (Industrial-Process sector),$12K-$111K ,3.7,IBM,"Dallas, TX","Armonk, NY",10000+ employees,1911,Company - Public,IT Services,Information Technology,61500.0
2511,2790,Senior Data Scientist,$12K-$111K ,3.8,Sense Corp,"Dallas, TX","Saint Louis, MO",201 to 500 employees,1996,Company - Private,Accounting,Accounting & Legal,61500.0
2512,2791,Data Scientist,$12K-$111K ,4.5,Radiant Digital,"Irving, TX","New York, NY",1 to 50 employees,NA,Company - Private,Not Specified,Not Specified,61500.0
2513,2792,Data Scientist,$12K-$111K ,NA,Stellent IT LLC,"Coppell, TX","Noida, UP",Unknown,NA,Unknown,Not Specified,Not Specified,61500.0
2514,2793,Data Scientist,$12K-$111K ,NA,"CGI Technologies and Solutions, Inc.","Dallas, TX",-1,-1,NA,-1,Not Specified,Not Specified,61500.0
2515,2794,Data Scientist,$12K-$111K ,3.9,JPMorgan Chase & Co.,"Lewisville, TX","New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,61500.0
2516,2795,DATA ANALYST,$12K-$111K ,3.1,Dallas County,"Dallas, TX","Dallas, TX",201 to 500 employees,NA,Government,Municipal Governments,Government,61500.0
2517,2796,Machine Learning Engineer,$12K-$111K ,4.8,Dialexa,"Dallas, TX","Dallas, TX",51 to 200 employees,2010,Company - Private,Computer Hardware & Software,Information Technology,61500.0
2518,2797,Data Analyst,$12K-$111K ,1.0,Sphinix Solutions,"Dallas, TX","New York, NY",1 to 50 employees,NA,Company - Private,IT Services,Information Technology,61500.0
2519,2798,(Senior) Human Scientist,$12K-$111K ,4.3,Boston Consulting Group,"Dallas, TX","Boston, MA",10000+ employees,1963,Company - Private,Consulting,Business Services,61500.0
2520,2799,Data Analyst,$12K-$111K ,3.4,"ZeniMax Media, Inc.","Dallas, TX","Rockville, MD",201 to 500 employees,1999,Company - Private,Video Games,Media,61500.0
2521,2800,Data Scientist,$12K-$111K ,NA,Xcelo Group,"Irving, TX",-1,-1,NA,-1,Not Specified,Not Specified,61500.0
2522,2801,Data Analyst,$12K-$111K ,3.9,PSG Global Solutions,"Plano, TX","Marina del Rey, CA",1001 to 5000 employees,2009,Company - Private,Staffing & Outsourcing,Business Services,61500.0
2523,2802,Performance Improvement Data Analyst,$12K-$111K ,4.0,Texas Scottish Rite Hospital for Children,"Dallas, TX","Dallas, TX",1001 to 5000 employees,1921,Nonprofit Organization,Health Care Services & Hospitals,Health Care,61500.0
2524,2803,Data analyst,$12K-$111K ,3.6,Pioneer Consulting Services LLC,"Dallas, TX","West Des Moines, IA",1 to 50 employees,NA,Company - Private,IT Services,Information Technology,61500.0
2525,2804,Statistician (Data Scientist) *12 month Roster* *Direct Hire*,$12K-$111K ,3.5,Internal Revenue Service,"Farmers Branch, TX","Washington, DC",10000+ employees,1862,Government,Federal Agencies,Government,61500.0
2526,2805,Director Data Scientist - Data Science Hub,$134K-$210K ,3.6,USAA,"Plano, TX","San Antonio, TX",10000+ employees,1922,Company - Private,Insurance Carriers,Insurance,172000.0
2527,2806,Data Scientist,$134K-$210K ,4.1,APN Software Services Inc.,"Dallas, TX","Newark, CA",51 to 200 employees,NA,Company - Private,Computer Hardware & Software,Information Technology,172000.0
2528,2807,Game Data Analyst,$134K-$210K ,5.0,PeopleFun,"Richardson, TX","Richardson, TX",1 to 50 employees,NA,Company - Private,Audiovisual,"Arts, Entertainment & Recreation",172000.0
2529,2808,+ Data Scientist,$134K-$210K ,4.7,InfoQuest Consulting Group,"Plano, TX","Edison, NJ",1 to 50 employees,NA,Company - Private,Computer Hardware & Software,Information Technology,172000.0
2530,2809,Data Scientist/Machine Learning Engineer,$134K-$210K ,3.5,Raytheon Intelligence & Space,"Richardson, TX","Arlington, VA",10000+ employees,2020,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,172000.0
2531,2810,Data Scientist,$134K-$210K ,NA,BrightPoint Solutions,"Dallas, TX",-1,-1,NA,-1,Not Specified,Not Specified,172000.0
2532,2811,"Principal Associate, Data Science",$134K-$210K ,3.9,Capital One,"Plano, TX","Mc Lean, VA",10000+ employees,1994,Company - Public,Banks & Credit Unions,Finance,172000.0
2533,2812,Data Scientist - NLP/Machine Learning,$134K-$210K ,3.1,AmerisourceBergen,"Carrollton, TX","Conshohocken, PA",10000+ employees,2001,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,172000.0
2534,2813,Data Analyst (Product Analytics),$134K-$210K ,2.8,Match Group,"Dallas, TX","Norwalk, CT",1001 to 5000 employees,1998,Company - Private,Advertising & Marketing,Business Services,172000.0
2535,2814,Operations Research Scientist,$134K-$210K ,3.6,Koch Industries,"Dallas, TX","Wichita, KS",10000+ employees,1940,Company - Private,Oil & Gas Exploration & Production,"Oil, Gas, Energy & Utilities",172000.0
2536,2815,Data Analyst,$134K-$210K ,4.1,Nokia,"Dallas, TX","Nokia, Finland",10000+ employees,1865,Company - Public,Telecommunications Services,Telecommunications,172000.0
2537,2816,Machine Learning Engineer,$134K-$210K ,4.6,Tiger Analytics,"Dallas, TX","Santa Clara, CA",201 to 500 employees,2011,Company - Private,Consulting,Business Services,172000.0
2538,2817,Data Analyst,$134K-$210K ,3.0,Trinity Industries,"Dallas, TX","Dallas, TX",10000+ employees,1933,Company - Public,Transportation Equipment Manufacturing,Manufacturing,172000.0
2539,2818,Principal Data Scientist- Ensemble Algorithms and Architecture,$134K-$210K ,3.3,Neiman Marcus,"Dallas, TX","Dallas, TX",10000+ employees,1907,Company - Private,"Department, Clothing, & Shoe Stores",Retail,172000.0
2540,2819,Data Specialist,$134K-$210K ,4.1,Nokia,"Dallas, TX","Nokia, Finland",10000+ employees,1865,Company - Public,Telecommunications Services,Telecommunications,172000.0
2541,2820,Data Scientist (Telecommunications),$134K-$210K ,2.8,"Telnet, Inc.","Plano, TX","Rockville, MD",51 to 200 employees,NA,Company - Private,Consulting,Business Services,172000.0
2542,2821,Data Analyst,$134K-$210K ,2.9,Human Coalition,"Plano, TX","Frisco, TX",201 to 500 employees,NA,Nonprofit Organization,Not Specified,Not Specified,172000.0
2543,2822,Sr Data Scientist,$134K-$210K ,3.3,Neiman Marcus,"Dallas, TX","Dallas, TX",10000+ employees,1907,Company - Private,"Department, Clothing, & Shoe Stores",Retail,172000.0
